"","AIC.full","AIC.disc","LR.disc","AIC.cont","LR.cont"
"GSE12225.GPL3676_eset",NA,NA,NA,NA,NA
"GSE12945_eset",NA,NA,NA,NA,NA
"GSE13067_eset",NA,NA,NA,NA,NA
"GSE13294_eset",107.584258589685,104.1922641955,0.737858798297677,209.790102832796,8.663511369403e-24
"GSE14095_eset",NA,NA,NA,NA,NA
"GSE14333_eset",NA,NA,NA,NA,NA
"GSE17536_eset",NA,NA,NA,NA,NA
"GSE17538.GPL570_eset",NA,NA,NA,NA,NA
"GSE2109_eset",NA,NA,NA,NA,NA
"GSE21510_eset",NA,NA,NA,NA,NA
"GSE21815_eset",NA,NA,NA,NA,NA
"GSE26682.GPL570_eset",59.1972934733848,55.5318322280689,0.845971695034154,117.851539594031,2.48200882305747e-14
"GSE26682.GPL96_eset",75.255966461397,76.1019885388955,0.0886542737167365,101.312224134172,2.9741753716398e-07
"GSE33113_eset",NA,NA,NA,NA,NA
"GSE39582_eset",204.868032472908,210.006301981806,0.0103669257745363,426.865337098896,8.41993692141712e-50
"TCGA.COAD_eset",28.0134387735732,29.662916516893,0.0593241460227958,98.5575485036548,6.50058202927326e-17
"TCGA.RNASeqV2_eset",78.8422717249924,78.9745741857903,0.126672377502643,195.994016631545,4.9230342483814e-27
"NHS.HPFS_eset",479.113308506532,475.188792638879,0.962961289151518,641.144223520135,8.84799548042683e-37
