"","AIC.full","AIC.disc","LR.disc","AIC.cont","LR.cont"
"GSE12225.GPL3676_eset",42.8663810414972,40.5231923634167,0.436745051217375,48.1840600146659,0.00947745473546807
"GSE12945_eset",90.8907897427221,89.4865471473593,0.273110527711932,88.622936942496,0.420599754296745
"GSE13067_eset",NA,NA,NA,NA,NA
"GSE13294_eset",NA,NA,NA,NA,NA
"GSE14095_eset",NA,NA,NA,NA,NA
"GSE14333_eset",108.442317020586,119.178610747726,0.000631036492954478,121.231615018641,0.000226073814535943
"GSE17536_eset",115.671287697796,117.415748937681,0.0565725937761327,119.559548278916,0.0193680536259329
"GSE17538.GPL570_eset",36.6863685002364,34.4128287729642,0.42179741630303,35.8219829854148,0.208501875498061
"GSE2109_eset",461.276603012675,459.926647970938,0.265796984136392,459.964636003607,0.260796075892741
"GSE21510_eset",80.2715637819026,81.7269631272165,0.0653694880699583,81.7291895180388,0.0652967595438521
"GSE21815_eset",175.242167036628,181.216780877554,0.00682401738982376,181.490870960899,0.00595007197930649
"GSE26682.GPL570_eset",NA,NA,NA,NA,NA
"GSE26682.GPL96_eset",NA,NA,NA,NA,NA
"GSE33113_eset",NA,NA,NA,NA,NA
"GSE39582_eset",215.525972417665,219.493037327326,0.0186197496055529,223.357554923773,0.00269652532061159
"TCGA.COAD_eset",166.202508035216,171.082569014955,0.0117955788686137,169.704115474589,0.0234988517744812
"TCGA.RNASeqV2_eset",253.789563096848,249.791213246003,0.999175265702548,250.440558668041,0.722167779435025
"NHS.HPFS_eset",534.625480163283,530.855278846991,0.891455871685745,533.090215579314,0.291601332857567
